192.168.0.160,192.168.0.138,192.168.0.106,192.168.0.161
5.32,5.15,4.55,5.97
5.4,5.21,4.56,5.98
5.42,5.21,4.6,6.0
5.44,5.26,4.6,6.01
5.45,5.27,4.6,6.06
5.5,5.32,4.62,6.18
5.59,5.33,4.62,6.36
5.61,5.33,4.65,6.39
5.92,5.45,4.7,6.44
6.12,5.52,4.71,6.52
6.13,5.61,4.72,6.54
6.17,5.63,4.78,6.57
6.19,5.65,4.86,6.67
6.29,5.69,4.87,6.69
6.36,5.75,4.95,6.75
6.37,5.79,4.97,6.8
6.45,5.82,4.97,6.81
6.48,5.88,4.98,6.86
6.48,5.89,5.0,6.98
6.52,6.03,5.02,6.99
6.57,6.08,5.03,7.07
6.68,6.16,5.08,7.16
6.92,6.17,5.1,7.22
6.94,6.26,5.1,7.27
6.98,6.31,5.23,7.27
7.04,6.31,5.26,7.35
7.22,6.36,5.28,7.46
7.26,6.54,5.28,7.49
7.29,6.64,5.29,7.56
7.4,6.68,5.3,7.67
7.48,6.77,5.34,7.78
7.51,6.81,5.34,7.79
7.52,6.88,5.35,7.98
7.64,6.92,5.36,7.98
7.7,6.94,5.41,8.11
7.81,7.01,5.43,8.21
7.84,7.07,5.46,8.23
7.86,7.12,5.49,8.6
7.94,7.16,5.51,8.62
7.99,7.23,5.51,8.64
8.02,7.29,5.53,8.68
8.1,7.39,5.55,8.68
8.17,7.51,5.66,8.8
8.22,7.55,5.67,8.82
8.26,7.6,5.7,8.84
8.26,7.69,5.74,8.85
8.38,7.82,5.77,8.9
8.42,7.88,5.83,8.93
8.48,7.89,5.86,8.97
8.58,7.96,5.99,9.0
8.65,8.02,6.03,9.21
8.7,8.04,6.06,9.24
8.77,8.18,6.06,9.3
8.78,8.29,6.14,9.35
8.82,8.34,6.19,9.38
8.84,8.36,6.31,9.64
8.84,8.4,6.34,9.72
8.89,8.47,6.43,9.87
8.9,8.48,6.45,10.0
8.91,8.49,6.5,10.0
9.07,8.5,6.51,10.1
9.09,8.57,6.59,10.3
9.5,8.67,6.64,10.6
9.75,8.68,6.83,10.6
9.81,8.76,6.86,10.6
9.82,8.82,6.93,10.7
10.0,8.84,6.94,10.7
10.1,9.05,7.08,10.9
10.3,9.06,7.09,11.0
10.3,9.18,7.29,11.0
10.4,9.58,7.35,11.1
10.4,9.6,7.39,11.2
10.5,9.65,7.42,11.2
10.6,9.66,7.43,11.3
10.7,9.74,7.45,11.5
10.7,9.78,7.45,11.9
10.9,9.8,7.51,12.0
11.0,9.84,7.53,12.2
11.1,9.85,7.58,12.4
11.2,9.85,7.68,12.4
11.2,10.0,7.7,13.5
11.3,10.0,7.71,13.8
11.4,10.1,7.82,13.8
11.4,10.3,7.92,14.2
11.8,10.4,7.98,14.7
11.9,10.4,8.24,15.0
12.0,10.4,8.3,15.1
12.0,10.6,8.37,15.1
12.3,10.6,8.53,15.2
12.9,10.7,8.65,15.3
12.9,11.0,8.73,15.4
12.9,11.2,8.77,15.4
13.0,11.2,8.78,15.5
13.7,11.6,8.85,16.3
13.9,11.7,8.98,16.5
14.0,11.9,8.99,16.8
14.1,12.3,9.06,17.0
14.4,12.5,9.11,17.5
14.6,13.0,9.16,17.5
14.7,13.1,9.23,18.1
15.0,13.1,9.45,18.1
15.0,13.3,9.46,19.8
15.5,13.8,10.2,20.0
15.9,14.8,10.5,20.1
15.9,15.5,10.5,20.4
16.5,16.1,11.0,20.4
16.7,16.4,11.8,21.7
16.9,16.5,11.8,21.9
17.3,16.9,12.2,22.0
17.4,17.4,12.3,22.1
18.2,17.9,12.6,22.2
18.9,18.7,14.1,22.3
20.1,19.5,15.2,22.9
22.5,19.8,15.4,23.1
22.9,20.9,15.5,23.2
23.3,21.0,15.8,23.9
23.6,21.2,16.5,24.2
24.2,22.7,16.8,25.0
24.5,23.3,18.0,25.1
25.2,23.5,18.2,25.7
25.8,23.6,18.9,27.0
26.7,24.3,23.1,27.1
27.6,28.0,23.2,27.7
28.0,28.6,28.3,27.8
28.1,29.8,28.5,28.3
30.4,30.5,30.2,30.7
31.6,30.5,31.9,31.5
38.2,32.6,56.7,32.6
44.5,34.7,58.5,71.6
